,UniProt entry,UniProt residues,PDB ID,PDB chain ID,PDB residues,Category,Gene name,Species,Res_start,Res_stop,Uniprot_ID
247,JAK2_HUMAN,400 - 481,6E2Q,B,400 - 481,Kinases,JAK2,HUMAN,400,481,O60674
248,JAK2_HUMAN,400 - 481,6E2Q,C,400 - 481,Kinases,JAK2,HUMAN,400,481,O60674
249,JAK2_HUMAN,400 - 481,6E2Q,D,400 - 481,Kinases,JAK2,HUMAN,400,481,O60674
250,KSYK_HUMAN,15 - 92,1A81,A,15 - 92,Kinases,SYK,HUMAN,15,92,P43405
251,KSYK_HUMAN,15 - 92,1A81,C,15 - 92,Kinases,SYK,HUMAN,15,92,P43405
252,KSYK_HUMAN,15 - 92,1A81,E,15 - 92,Kinases,SYK,HUMAN,15,92,P43405
253,KSYK_HUMAN,15 - 92,1A81,G,15 - 92,Kinases,SYK,HUMAN,15,92,P43405
254,KSYK_HUMAN,15 - 92,1A81,I,15 - 92,Kinases,SYK,HUMAN,15,92,P43405
255,KSYK_HUMAN,15 - 92,1A81,K,15 - 92,Kinases,SYK,HUMAN,15,92,P43405
256,KSYK_HUMAN,15 - 92,4FL2,A,15 - 92,Kinases,SYK,HUMAN,15,92,P43405
257,KSYK_HUMAN,15 - 92,4FL3,A,15 - 92,Kinases,SYK,HUMAN,15,92,P43405
258,KSYK_HUMAN,168 - 244,1A81,A,168 - 244,Kinases,SYK,HUMAN,168,244,P43405
259,KSYK_HUMAN,168 - 244,1A81,C,168 - 244,Kinases,SYK,HUMAN,168,244,P43405
260,KSYK_HUMAN,168 - 244,1A81,E,168 - 244,Kinases,SYK,HUMAN,168,244,P43405
261,KSYK_HUMAN,168 - 244,1A81,G,168 - 244,Kinases,SYK,HUMAN,168,244,P43405
262,KSYK_HUMAN,168 - 244,1A81,I,168 - 244,Kinases,SYK,HUMAN,168,244,P43405
263,KSYK_HUMAN,168 - 244,1A81,K,168 - 244,Kinases,SYK,HUMAN,168,244,P43405
264,KSYK_HUMAN,168 - 244,1CSY,A,15 - 91,Kinases,SYK,HUMAN,15,91,P43405
265,KSYK_HUMAN,168 - 244,1CSZ,A,15 - 91,Kinases,SYK,HUMAN,15,91,P43405
266,KSYK_HUMAN,168 - 244,4FL2,A,168 - 244,Kinases,SYK,HUMAN,168,244,P43405
267,KSYK_HUMAN,168 - 244,4FL3,A,168 - 244,Kinases,SYK,HUMAN,168,244,P43405
268,LCK_HUMAN,127 - 209,1BHF,A,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
269,LCK_HUMAN,127 - 209,1BHH,A,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
270,LCK_HUMAN,127 - 209,1BHH,B,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
271,LCK_HUMAN,127 - 209,1CWD,L,5 - 87,Kinases,LCK,HUMAN,5,87,P06239
272,LCK_HUMAN,127 - 209,1CWE,A,5 - 87,Kinases,LCK,HUMAN,5,87,P06239
273,LCK_HUMAN,127 - 209,1CWE,C,5 - 87,Kinases,LCK,HUMAN,5,87,P06239
274,LCK_HUMAN,127 - 209,1FBZ,A,5 - 87,Kinases,LCK,HUMAN,5,87,P06239
275,LCK_HUMAN,127 - 209,1FBZ,B,205 - 287,Kinases,LCK,HUMAN,205,287,P06239
276,LCK_HUMAN,127 - 209,1IJR,A,5 - 87,Kinases,LCK,HUMAN,5,87,P06239
277,LCK_HUMAN,127 - 209,1LCJ,A,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
278,LCK_HUMAN,127 - 209,1LCK,A,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
279,LCK_HUMAN,127 - 209,1LKK,A,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
280,LCK_HUMAN,127 - 209,1LKL,A,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
281,LCK_HUMAN,127 - 209,1X27,A,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
282,LCK_HUMAN,127 - 209,1X27,B,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
283,LCK_HUMAN,127 - 209,1X27,C,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
284,LCK_HUMAN,127 - 209,1X27,D,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
285,LCK_HUMAN,127 - 209,1X27,E,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
286,LCK_HUMAN,127 - 209,1X27,F,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
287,LCK_HUMAN,127 - 209,4D8K,A,127 - 209,Kinases,LCK,HUMAN,127,209,P06239
288,LCK_HUMAN,127 - 209,5MTM,A,12 - 94,Kinases,LCK,HUMAN,12,94,P06239
289,LCK_HUMAN,127 - 209,5MTN,A,12 - 94,Kinases,LCK,HUMAN,12,94,P06239
290,MATK_HUMAN,122 - 196,1JWO,A,122 - 196,Kinases,MATK,HUMAN,122,196,P42679
291,MATK_HUMAN,122 - 196,3US4,A,122 - 196,Kinases,MATK,HUMAN,122,196,P42679
292,NCK1_HUMAN,282 - 356,2CI8,A,282 - 356,Adaptors,NCK1,HUMAN,282,356,P16333
293,NCK1_HUMAN,282 - 356,2CI9,A,282 - 356,Adaptors,NCK1,HUMAN,282,356,P16333
294,NCK1_HUMAN,282 - 356,2CI9,B,282 - 356,Adaptors,NCK1,HUMAN,282,356,P16333
295,NCK2_HUMAN,285 - 359,1Z3K,A,3 - 77,Adaptors,NCK2,HUMAN,3,77,P16333
296,NCK2_HUMAN,285 - 359,2CIA,A,285 - 359,Adaptors,NCK2,HUMAN,285,359,P16333
297,P85A_HUMAN,333 - 398,4JPS,B,333 - 398,Kinases,PIK3R1,HUMAN,333,398,P27986
298,P85A_HUMAN,333 - 408,2IUG,A,12 - 87,Kinases,PIK3R1,HUMAN,12,87,P27986
299,P85A_HUMAN,333 - 408,2IUH,A,12 - 87,Kinases,PIK3R1,HUMAN,12,87,P27986
300,P85A_HUMAN,333 - 408,2IUI,A,12 - 87,Kinases,PIK3R1,HUMAN,12,87,P27986
301,P85A_HUMAN,333 - 408,2IUI,B,1012 - 1087,Kinases,PIK3R1,HUMAN,1012,1087,P27986
302,P85A_HUMAN,333 - 408,3HHM,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
303,P85A_HUMAN,333 - 408,3HIZ,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
304,P85A_HUMAN,333 - 408,4L1B,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
305,P85A_HUMAN,333 - 408,4L23,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
306,P85A_HUMAN,333 - 408,4L2Y,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
307,P85A_HUMAN,333 - 408,4OVU,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
308,P85A_HUMAN,333 - 408,4OVV,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
309,P85A_HUMAN,333 - 408,4WAF,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
310,P85A_HUMAN,333 - 408,4YKN,A,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
311,P85A_HUMAN,333 - 408,4ZOP,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
312,P85A_HUMAN,333 - 408,5FI4,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
313,P85A_HUMAN,333 - 408,5GJI,A,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
314,P85A_HUMAN,333 - 408,5ITD,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
315,P85A_HUMAN,333 - 408,5SWG,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
316,P85A_HUMAN,333 - 408,5SWO,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
317,P85A_HUMAN,333 - 408,5SWP,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
318,P85A_HUMAN,333 - 408,5SWR,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
319,P85A_HUMAN,333 - 408,5SWT,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
320,P85A_HUMAN,333 - 408,5SX8,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
321,P85A_HUMAN,333 - 408,5SX9,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
322,P85A_HUMAN,333 - 408,5SXB,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
323,P85A_HUMAN,333 - 408,5SXC,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
324,P85A_HUMAN,333 - 408,5SXD,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
325,P85A_HUMAN,333 - 408,5SXE,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
326,P85A_HUMAN,333 - 408,5SXI,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
327,P85A_HUMAN,333 - 408,5SXK,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
328,P85A_HUMAN,333 - 408,5UK8,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
329,P85A_HUMAN,333 - 408,5UKJ,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
330,P85A_HUMAN,333 - 408,5UL1,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
331,P85A_HUMAN,333 - 408,5XGH,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
332,P85A_HUMAN,333 - 408,5XGI,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
333,P85A_HUMAN,333 - 408,5XGJ,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
334,P85A_HUMAN,333 - 408,6NCT,B,333 - 408,Kinases,PIK3R1,HUMAN,333,408,P27986
335,P85A_HUMAN,334 - 408,5SXJ,B,334 - 408,Kinases,PIK3R1,HUMAN,334,408,P27986
336,P85A_HUMAN,340 - 381,5SXF,B,340 - 381,Kinases,PIK3R1,HUMAN,340,381,P27986
337,P85A_HUMAN,340 - 408,5SXA,B,340 - 408,Kinases,PIK3R1,HUMAN,340,408,P27986
338,P85A_HUMAN,341 - 408,5SW8,B,341 - 408,Kinases,PIK3R1,HUMAN,341,408,P27986
339,P85A_HUMAN,624 - 698,1H9O,A,12 - 86,Kinases,PIK3R1,HUMAN,12,86,P27986
340,P85A_HUMAN,624 - 698,1PIC,A,12 - 86,Kinases,PIK3R1,HUMAN,12,86,P27986
341,P85A_HUMAN,624 - 698,5AUL,A,624 - 698,Kinases,PIK3R1,HUMAN,624,698,P27986
342,PLCG1_HUMAN,550 - 639,4EY0,A,550 - 639,PhosLip_second_mess,PLCG1,HUMAN,550,639,P19174
343,PLCG1_HUMAN,550 - 639,4EY0,B,550 - 639,PhosLip_second_mess,PLCG1,HUMAN,550,639,P19174
344,PLCG1_HUMAN,550 - 639,4EY0,C,550 - 639,PhosLip_second_mess,PLCG1,HUMAN,550,639,P19174
345,PLCG1_HUMAN,550 - 639,4EY0,D,550 - 639,PhosLip_second_mess,PLCG1,HUMAN,550,639,P19174
346,PLCG1_HUMAN,550 - 639,4FBN,A,550 - 639,PhosLip_second_mess,PLCG1,HUMAN,550,639,P19174
347,PLCG1_HUMAN,668 - 741,4EY0,A,668 - 741,PhosLip_second_mess,PLCG1,HUMAN,668,741,P19174
348,PLCG1_HUMAN,668 - 741,4EY0,B,668 - 741,PhosLip_second_mess,PLCG1,HUMAN,668,741,P19174
349,PLCG1_HUMAN,668 - 741,4EY0,C,668 - 741,PhosLip_second_mess,PLCG1,HUMAN,668,741,P19174
350,PLCG1_HUMAN,668 - 741,4EY0,D,668 - 741,PhosLip_second_mess,PLCG1,HUMAN,668,741,P19174
351,PLCG1_HUMAN,668 - 741,4FBN,A,668 - 741,PhosLip_second_mess,PLCG1,HUMAN,668,741,P19174
352,PTK6_HUMAN,78 - 155,1RJA,A,4 - 81,Kinases,PTK6,HUMAN,4,81,Q13882
353,PTN11_HUMAN,112 - 197,2SHP,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
354,PTN11_HUMAN,112 - 197,2SHP,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
355,PTN11_HUMAN,112 - 197,4DGP,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
356,PTN11_HUMAN,112 - 197,4DGX,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
357,PTN11_HUMAN,112 - 197,4GWF,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
358,PTN11_HUMAN,112 - 197,4GWF,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
359,PTN11_HUMAN,112 - 197,4H1O,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
360,PTN11_HUMAN,112 - 197,4H34,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
361,PTN11_HUMAN,112 - 197,4JEG,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
362,PTN11_HUMAN,112 - 197,4NWF,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
363,PTN11_HUMAN,112 - 197,4NWF,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
364,PTN11_HUMAN,112 - 197,4NWG,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
365,PTN11_HUMAN,112 - 197,4NWG,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
366,PTN11_HUMAN,112 - 197,4OHD,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
367,PTN11_HUMAN,112 - 197,4OHE,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
368,PTN11_HUMAN,112 - 197,4OHH,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
369,PTN11_HUMAN,112 - 197,4OHI,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
370,PTN11_HUMAN,112 - 197,4OHL,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
371,PTN11_HUMAN,112 - 197,4OHL,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
372,PTN11_HUMAN,112 - 197,5DF6,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
373,PTN11_HUMAN,112 - 197,5EHP,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
374,PTN11_HUMAN,112 - 197,5EHP,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
375,PTN11_HUMAN,112 - 197,5EHR,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
376,PTN11_HUMAN,112 - 197,5EHR,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
377,PTN11_HUMAN,112 - 197,5I6V,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
378,PTN11_HUMAN,112 - 197,5I6V,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
379,PTN11_HUMAN,112 - 197,5IBM,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
380,PTN11_HUMAN,112 - 197,5IBM,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
381,PTN11_HUMAN,112 - 197,5IBS,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
382,PTN11_HUMAN,112 - 197,5IBS,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
383,PTN11_HUMAN,112 - 197,5X7B,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
384,PTN11_HUMAN,112 - 197,5X94,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
385,PTN11_HUMAN,112 - 197,5X94,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
386,PTN11_HUMAN,112 - 197,5XZR,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
387,PTN11_HUMAN,112 - 197,6ATD,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
388,PTN11_HUMAN,112 - 197,6ATD,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
389,PTN11_HUMAN,112 - 197,6BMR,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
390,PTN11_HUMAN,112 - 197,6BMR,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
391,PTN11_HUMAN,112 - 197,6BMU,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
392,PTN11_HUMAN,112 - 197,6BMU,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
393,PTN11_HUMAN,112 - 197,6BMV,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
394,PTN11_HUMAN,112 - 197,6BMV,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
395,PTN11_HUMAN,112 - 197,6BMW,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
396,PTN11_HUMAN,112 - 197,6BMW,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
397,PTN11_HUMAN,112 - 197,6BMX,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
398,PTN11_HUMAN,112 - 197,6BMX,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
399,PTN11_HUMAN,112 - 197,6BMY,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
400,PTN11_HUMAN,112 - 197,6BMY,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
401,PTN11_HUMAN,112 - 197,6BN5,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
402,PTN11_HUMAN,112 - 197,6BN5,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
403,PTN11_HUMAN,112 - 197,6CMP,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
404,PTN11_HUMAN,112 - 197,6CMP,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
405,PTN11_HUMAN,112 - 197,6CMQ,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
406,PTN11_HUMAN,112 - 197,6CMQ,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
407,PTN11_HUMAN,112 - 197,6CMQ,C,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
408,PTN11_HUMAN,112 - 197,6CMQ,D,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
409,PTN11_HUMAN,112 - 197,6CMR,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
410,PTN11_HUMAN,112 - 197,6CMS,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
411,PTN11_HUMAN,112 - 197,6CRF,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
412,PTN11_HUMAN,112 - 197,6CRF,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
413,PTN11_HUMAN,112 - 197,6CRG,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
414,PTN11_HUMAN,112 - 197,6CRG,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
415,PTN11_HUMAN,112 - 197,6IHZ,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
416,PTN11_HUMAN,112 - 197,6IHZ,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
417,PTN11_HUMAN,112 - 197,6MD7,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
418,PTN11_HUMAN,112 - 197,6MD7,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
419,PTN11_HUMAN,112 - 197,6MD9,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
420,PTN11_HUMAN,112 - 197,6MD9,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
421,PTN11_HUMAN,112 - 197,6MDA,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
422,PTN11_HUMAN,112 - 197,6MDA,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
423,PTN11_HUMAN,112 - 197,6MDB,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
424,PTN11_HUMAN,112 - 197,6MDB,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
425,PTN11_HUMAN,112 - 197,6MDC,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
426,PTN11_HUMAN,112 - 197,6MDC,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
427,PTN11_HUMAN,112 - 197,6MDD,A,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
428,PTN11_HUMAN,112 - 197,6MDD,B,112 - 197,Phophatases,PTPN11,HUMAN,112,197,Q06124
429,PTN11_HUMAN,6 - 81,2SHP,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
430,PTN11_HUMAN,6 - 81,2SHP,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
431,PTN11_HUMAN,6 - 81,3TKZ,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
432,PTN11_HUMAN,6 - 81,3TL0,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
433,PTN11_HUMAN,6 - 81,4DGP,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
434,PTN11_HUMAN,6 - 81,4DGX,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
435,PTN11_HUMAN,6 - 81,4GWF,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
436,PTN11_HUMAN,6 - 81,4GWF,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
437,PTN11_HUMAN,6 - 81,4H1O,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
438,PTN11_HUMAN,6 - 81,4H34,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
439,PTN11_HUMAN,6 - 81,4JE4,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
440,PTN11_HUMAN,6 - 81,4NWF,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
441,PTN11_HUMAN,6 - 81,4NWF,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
442,PTN11_HUMAN,6 - 81,4NWG,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
443,PTN11_HUMAN,6 - 81,4NWG,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
444,PTN11_HUMAN,6 - 81,4OHD,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
445,PTN11_HUMAN,6 - 81,4OHE,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
446,PTN11_HUMAN,6 - 81,4OHH,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
447,PTN11_HUMAN,6 - 81,4OHI,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
448,PTN11_HUMAN,6 - 81,4OHL,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
449,PTN11_HUMAN,6 - 81,4OHL,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
450,PTN11_HUMAN,6 - 81,4QSY,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
451,PTN11_HUMAN,6 - 81,5DF6,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
452,PTN11_HUMAN,6 - 81,5EHP,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
453,PTN11_HUMAN,6 - 81,5EHP,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
454,PTN11_HUMAN,6 - 81,5EHR,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
455,PTN11_HUMAN,6 - 81,5EHR,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
456,PTN11_HUMAN,6 - 81,5I6V,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
457,PTN11_HUMAN,6 - 81,5I6V,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
458,PTN11_HUMAN,6 - 81,5IBM,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
459,PTN11_HUMAN,6 - 81,5IBM,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
460,PTN11_HUMAN,6 - 81,5IBS,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
461,PTN11_HUMAN,6 - 81,5IBS,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
462,PTN11_HUMAN,6 - 81,5X7B,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
463,PTN11_HUMAN,6 - 81,5X94,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
464,PTN11_HUMAN,6 - 81,5X94,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
465,PTN11_HUMAN,6 - 81,5XZR,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
466,PTN11_HUMAN,6 - 81,6ATD,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
467,PTN11_HUMAN,6 - 81,6ATD,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
468,PTN11_HUMAN,6 - 81,6BMR,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
469,PTN11_HUMAN,6 - 81,6BMR,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
470,PTN11_HUMAN,6 - 81,6BMU,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
471,PTN11_HUMAN,6 - 81,6BMU,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
472,PTN11_HUMAN,6 - 81,6BMV,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
473,PTN11_HUMAN,6 - 81,6BMV,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
474,PTN11_HUMAN,6 - 81,6BMW,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
475,PTN11_HUMAN,6 - 81,6BMW,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
476,PTN11_HUMAN,6 - 81,6BMX,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
477,PTN11_HUMAN,6 - 81,6BMX,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
478,PTN11_HUMAN,6 - 81,6BMY,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
479,PTN11_HUMAN,6 - 81,6BMY,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
480,PTN11_HUMAN,6 - 81,6BN5,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
481,PTN11_HUMAN,6 - 81,6BN5,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
482,PTN11_HUMAN,6 - 81,6CMP,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
483,PTN11_HUMAN,6 - 81,6CMP,B,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
484,PTN11_HUMAN,6 - 81,6CMR,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
485,PTN11_HUMAN,6 - 81,6CMS,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
486,PTN11_HUMAN,6 - 81,6CRF,A,6 - 81,Phophatases,PTPN11,HUMAN,6,81,Q06124
